"","GEN","Matrícula","Nombre_Carrera","Nombre_Plantel","Turno","Situacion","Materia","Tema_Especifico","Calificacion","Periodo_Certificacion"
"339","02","02-001-0209","Derecho","GAM","V","ACTIVO","DERECHO ADMINISTRATIVO","DERECHO ADMINISTRATIVO","C",1-03-19
"340","02","02-001-0209","Derecho","GAM","V","ACTIVO","FILOSOFIA DEL DERECHO","FILOSOFIA DEL DERECHO","NC",1-09-19
"341","02","02-001-0209","Derecho","GAM","V","ACTIVO","DERECHO FISCAL","DERECHO FISCAL","NC",1-09-19
"342","02","02-001-0209","Derecho","GAM","V","ACTIVO","CLINICA PROCESAL","CLINICA PROCESAL","C",1-12-19
"343","02","02-001-0209","Derecho","GAM","V","ACTIVO","DERECHO MERCANTIL","DERECHO MERCANTIL","C",1-12-19
"344","02","02-001-0209","Derecho","GAM","V","ACTIVO","CONTRATOS","CONTRATOS","C",1-12-19
"345","02","02-001-0209","Derecho","GAM","V","ACTIVO","METODOS Y TECNICAS DE INVESTIGACION","METODOS Y TECNICAS DE INVESTIGACION","C",1-12-19
"346","02","02-002-0344","Derecho","IZT","V","ACTIVO","PROCESOS SOCIOHISTORICOS I","PROCESOS SOCIOHISTORICOS I","C",1-08-03
"347","02","02-002-0344","Derecho","IZT","V","ACTIVO","PENSAMIENTO CRITICO Y ARGUMENTACION","PENSAMIENTO CRITICO Y ARGUMENTACION","C",1-08-03
"348","02","02-002-0344","Derecho","IZT","V","ACTIVO","ESCRITURA CREATIVA I","ESCRITURA CREATIVA I","C",1-08-03
"349","02","02-002-0344","Derecho","IZT","V","ACTIVO","LENGUA EXTRANJERA I","INGLES I","C",1-08-03
"350","02","02-002-0344","Derecho","IZT","V","ACTIVO","TALLER DE ANALISIS POLITICO I","TALLER DE ANALISIS POLITICO I","NC",1-08-03
"351","02","02-002-0344","Derecho","IZT","V","ACTIVO","TEORIA POLITICA I","TEORIA POLITICA I","C",1-08-03
"352","02","02-002-0344","Derecho","IZT","V","ACTIVO","TEORIA POLITICA III","TEORIA POLITICA III","NC",1-08-04
"353","02","02-002-0344","Derecho","IZT","V","ACTIVO","ESCRITURA CREATIVA III","ESCRITURA CREATIVA III","C",1-08-04
"354","02","02-002-0344","Derecho","IZT","V","ACTIVO","PROCESOS SOCIOHISTORICOS III","PROCESOS SOCIOHISTORICOS III","NC",1-08-04
"355","02","02-002-0344","Derecho","IZT","V","ACTIVO","PROBLEMAS CONTEMPORANEOS DE ETICA","PROBLEMAS CONTEMPORANEOS DE ETICA","C",1-08-04
"356","02","02-002-0344","Derecho","IZT","V","ACTIVO","ACTORES SOCIALES Y PARTICIPACION EN LA CIUDAD DE MEXICO","ACTORES SOCIALES Y PARTICIPACION EN LA CIUDAD DE MEXICO","C",1-08-05
"357","02","02-002-0344","Derecho","IZT","V","ACTIVO","ORGANIZACION Y AGENTES SOCIALES","ORGANIZACION Y AGENTES SOCIALES","C",1-08-05
"358","02","02-002-0344","Derecho","IZT","V","ACTIVO","ANALISIS POLITICO CON METODOS CUALITATIVOS","ANALISIS POLITICO CON METODOS CUALITATIVOS","C",1-08-05
"359","02","02-002-0344","Derecho","IZT","V","ACTIVO","ACTORES SOCIALES MOVIMIENTOS SOCIALES Y SOCIEDAD CIVIL","ACTORES SOCIALES MOVIMIENTOS SOCIALES Y SOCIEDAD CIVIL","C",1-08-05
"360","02","02-002-0344","Derecho","IZT","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","ESTUDIOS SOCIALES E HISTORICOS III","NC",1-08-05
"361","02","02-002-0344","Derecho","IZT","V","ACTIVO","IDENTIDADES ETNICAS RELIGIOSAS Y DE GENERO EN LA SOCIEDAD ACTUAL","IDENTIDADES ETNICAS RELIGIOSAS Y DE GENERO EN LA SOCIEDAD ACTUAL","C",1-08-05
"362","02","02-002-0344","Derecho","IZT","V","ACTIVO","ESTRUCTURA SOCIAL DEL MEXICO CONTEMPORANEO (SIGLO XX)","ESTRUCTURA SOCIAL DEL MEXICO CONTEMPORANEO (SIGLO XX)","C",1-08-05
"363","02","02-002-0344","Derecho","IZT","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA I","CULTURA CIENTIFICA Y HUMANISTICA I","NC",1-08-06
"364","02","02-002-0344","Derecho","IZT","V","ACTIVO","SEMINARIO DE INVESTIGACION I","SEMINARIO DE INVESTIGACION I","NC",1-08-06
"365","02","02-002-0344","Derecho","IZT","V","ACTIVO","SISTEMA POLITICO MEXICANO; DIVISION O CONCENTRACION DE PODERES","SISTEMA POLITICO MEXICANO; DIVISION O CONCENTRACION DE PODERES","NC",1-08-06
"366","02","02-002-0344","Derecho","IZT","V","ACTIVO","ADMINISTRACION DE LA CIUDAD DE MEXICO","ADMINISTRACION DE LA CIUDAD DE MEXICO","C",1-08-06
"367","02","02-002-0344","Derecho","IZT","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","ESTUDIOS SOCIALES E HISTORICOS III","NC",1-08-06
"368","02","02-002-0344","Derecho","IZT","V","ACTIVO","NIVELES DE GOBIERNO","NIVELES DE GOBIERNO","C",1-08-06
"369","02","02-002-0344","Derecho","IZT","V","ACTIVO","FORMAS DE GOBIERNO Y SISTEMAS ELECTORALES EN AMERICA LATINA","FORMAS DE GOBIERNO Y SISTEMAS ELECTORALES EN AMERICA LATINA","C",1-08-06
"370","02","02-002-0344","Derecho","IZT","V","ACTIVO","LOS GRANDES PROBLEMAS DE LA ADMINISTRACION EN LAS CIUDADES. EXPERIENCIAS COMPARADAS","LOS GRANDES PROBLEMAS DE LA ADMINISTRACION EN LAS CIUDADES. EXPERIENCIAS COMPARADAS","C",1-08-06
"371","02","02-002-0344","Derecho","IZT","V","ACTIVO","LENGUAJE Y PENSAMIENTO II","LENGUAJE Y PENSAMIENTO II","NC",1-12-05
"372","02","02-002-0344","Derecho","IZT","V","ACTIVO","TEORIA POLITICA III","TEORIA POLITICA III","NC",1-12-09
"373","02","02-002-0344","Derecho","IZT","V","ACTIVO","IMPACTO DE LA GLOBALIZACION EN LOS CENTROS URBANOS. EXPERIENCIAS COMPARADAS","IMPACTO DE LA GLOBALIZACION EN LOS CENTROS URBANOS. EXPERIENCIAS COMPARADAS","NC",1-12-09
"374","02","02-002-0344","Derecho","IZT","V","ACTIVO","IMPACTO DE LA GLOBALIZACION EN LOS CENTROS URBANOS. EXPERIENCIAS COMPARADAS","IMPACTO DE LA GLOBALIZACION EN LOS CENTROS URBANOS. EXPERIENCIAS COMPARADAS","C",1-12-10
"375","02","02-002-0344","Derecho","IZT","V","ACTIVO","TEORIA POLITICA III","TEORIA POLITICA III","NC",1-12-10
"376","02","02-002-0344","Derecho","IZT","V","ACTIVO","SEMINARIO DE INVESTIGACION I","SEMINARIO DE INVESTIGACION I","NC",1-12-11
"377","02","02-002-0344","Derecho","IZT","V","ACTIVO","SEMINARIO DE INVESTIGACION II","SEMINARIO DE INVESTIGACION II","C",1-12-13
"378","02","02-002-0344","Derecho","GAM","V","ACTIVO","ARGUMENTACION JURIDICA","ARGUMENTACION JURIDICA","C",1-12-17
"379","02","02-002-0344","Derecho","GAM","V","ACTIVO","LEGALIDAD SOCIAL DEL DERECHO","LEGALIDAD SOCIAL DEL DERECHO","NC",1-12-17
"380","02","02-002-0344","Derecho","GAM","V","ACTIVO","HISTORIA DEL DERECHO","HISTORIA DEL DERECHO","C",1-12-17
"381","02","02-002-0344","Derecho","GAM","V","ACTIVO","ANTROPOLOGIA JURIDICA","ANTROPOLOGIA JURIDICA","C",1-12-17
"382","02","02-002-0344","Derecho","GAM","V","ACTIVO","TEORIA DEL ESTADO","TEORIA DEL ESTADO","C",1-12-17
"383","02","02-002-0344","Derecho","GAM","V","ACTIVO","DELITOS EN PARTICULAR","DELITOS EN PARTICULAR","NC",1-12-17
"384","02","02-002-0344","Derecho","IZT","V","ACTIVO","TEORIA Y SOCIOLOGIA DEL CONOCIMIENTO","TEORIA Y SOCIOLOGIA DEL CONOCIMIENTO","NC",1-02-04
"385","02","02-002-0344","Derecho","IZT","V","ACTIVO","LENGUA EXTRANJERA II","INGLES II","NC",1-02-04
"386","02","02-002-0344","Derecho","IZT","V","ACTIVO","PROCESOS SOCIOHISTORICOS II","PROCESOS SOCIOHISTORICOS II","C",1-02-04
"387","02","02-002-0344","Derecho","IZT","V","ACTIVO","TEORIA POLITICA MODERNA","TEORIA POLITICA MODERNA","C",1-02-04
"388","02","02-002-0344","Derecho","IZT","V","ACTIVO","TALLER DE ANALISIS POLITICO I","TALLER DE ANALISIS POLITICO I","NC",1-02-04
"389","02","02-002-0344","Derecho","IZT","V","ACTIVO","ESCRITURA CREATIVA II","ESCRITURA CREATIVA II","NC",1-02-04
"390","02","02-002-0344","Derecho","IZT","V","ACTIVO","GLOBALIZACION CONCENTRACION Y NUEVO ORDEN INTERNACIONAL","GLOBALIZACION CONCENTRACION Y NUEVO ORDEN INTERNACIONAL","C",1-02-05
"391","02","02-002-0344","Derecho","IZT","V","ACTIVO","MEXICO Y AMERICA LATINA EN EL CONTEXTO INTERNACIONAL DEL SIGLO XX","MEXICO Y AMERICA LATINA EN EL CONTEXTO INTERNACIONAL DEL SIGLO XX","C",1-02-05
"392","02","02-002-0344","Derecho","IZT","V","ACTIVO","NOCIONES DE DERECHO CONSTITUCIONAL Y DERECHO ADMINISTRATIVO","NOCIONES DE DERECHO CONSTITUCIONAL Y DERECHO ADMINISTRATIVO","C",1-02-05
"393","02","02-002-0344","Derecho","IZT","V","ACTIVO","TALLER DE ANALISIS POLITICO DE COYUNTURA","TALLER DE ANALISIS POLITICO DE COYUNTURA","C",1-02-05
"394","02","02-002-0344","Derecho","IZT","V","ACTIVO","TEORIA DE LA ORGANIZACION EN EL CONTEXTO GLOBAL","TEORIA DE LA ORGANIZACION EN EL CONTEXTO GLOBAL","C",1-02-05
"395","02","02-002-0344","Derecho","IZT","V","ACTIVO","PARTICIPACION Y REPRESENTACION EN EL MEXICO CONTEMPORANEO SIGLO XX","PARTICIPACION Y REPRESENTACION EN EL MEXICO CONTEMPORANEO SIGLO XX","C",1-02-06
"396","02","02-002-0344","Derecho","IZT","V","ACTIVO","ANALISIS POLITICO (CON METODOS CUANTITATIVOS)","ANALISIS POLITICO (CON METODOS CUANTITATIVOS)","C",1-02-06
"397","02","02-002-0344","Derecho","IZT","V","ACTIVO","CIUDADANIA PARTICIPACION Y REPRESENTACION EN LOS SISTEMAS POLITICOS APORTES TEORICOS","CIUDADANIA PARTICIPACION Y REPRESENTACION EN LOS SISTEMAS POLITICOS APORTES TEORICOS","C",1-02-06
"398","02","02-002-0344","Derecho","IZT","V","ACTIVO","DECISION POLITICA Y POLITICAS PUBLICAS","DECISION POLITICA Y POLITICAS PUBLICAS","C",1-02-06
"399","02","02-002-0344","Derecho","IZT","V","ACTIVO","DEMOCRACIA Y AUTORITARISMO EN LAS SOCIEDADES LATINOAMERICANAS","DEMOCRACIA Y AUTORITARISMO EN LAS SOCIEDADES LATINOAMERICANAS","C",1-02-06
"400","02","02-002-0344","Derecho","IZT","V","ACTIVO","FINANZAS PUBLICAS Y PRESUPUESTACION","FINANZAS PUBLICAS Y PRESUPUESTACION","C",1-02-06
"401","02","02-002-0344","Derecho","IZT","V","ACTIVO","MARCO JURIDICO DE LA ADMINISTRACION PUBLICA","MARCO JURIDICO DE LA ADMINISTRACION PUBLICA","NC",1-02-07
"402","02","02-002-0344","Derecho","IZT","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","ESTUDIOS SOCIALES E HISTORICOS III","NC",1-02-07
"403","02","02-002-0344","Derecho","IZT","V","ACTIVO","PLANEACION CON PARTICIPACION EN LA CIUDAD DE MEXICO","PLANEACION CON PARTICIPACION EN LA CIUDAD DE MEXICO","C",1-02-07
"404","02","02-002-0344","Derecho","IZT","V","ACTIVO","SEMINARIO TEMATICO","PROCESOS DESTRUCTIVOS ECOSISTEMICOS Y GLOBALIZACION","C",1-02-07
"405","02","02-002-0344","Derecho","IZT","V","ACTIVO","LENGUAJE Y PENSAMIENTO II","LENGUAJE Y PENSAMIENTO II","C",1-02-07
"406","02","02-002-0344","Derecho","IZT","V","ACTIVO","ANALISIS DE POLITICAS PUBLICAS","ANALISIS DE POLITICAS PUBLICAS","C",1-02-07
"407","02","02-002-0344","Derecho","IZT","V","ACTIVO","LENGUA EXTRANJERA II","INGLES II","C",1-07-07
"408","02","02-002-0344","Derecho","IZT","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","ESTUDIOS SOCIALES E HISTORICOS III","C",1-07-07
"409","02","02-002-0344","Derecho","SLT","V","ACTIVO","LENGUA EXTRANJERA III","INGLES III","NC",1-07-07
"410","02","02-002-0344","Derecho","SLT","V","ACTIVO","SISTEMA POLITICO MEXICANO; DIVISION O CONCENTRACION DE PODERES","SISTEMA POLITICO MEXICANO; DIVISION O CONCENTRACION DE PODERES","C",1-07-07
"411","02","02-002-0344","Derecho","IZT","V","ACTIVO","LENGUA EXTRANJERA III","INGLES III","NC",1-07-08
"412","02","02-002-0344","Derecho","IZT","V","ACTIVO","SEMINARIO DE INVESTIGACION I","SEMINARIO DE INVESTIGACION I","C",1-07-13
"413","02","02-002-0344","Derecho","IZT","V","ACTIVO","SISTEMA POLITICO MEXICANO; DIVISION O CONCENTRACION DE PODERES","SISTEMA POLITICO MEXICANO; DIVISION O CONCENTRACION DE PODERES","NC",1-06-10
"414","02","02-002-0344","Derecho","IZT","V","ACTIVO","TEORIA POLITICA III","TEORIA POLITICA III","NC",1-06-10
"415","02","02-002-0344","Derecho","IZT","V","ACTIVO","LENGUA EXTRANJERA III","INGLES III","C",1-06-10
"416","02","02-002-0344","Derecho","IZT","V","ACTIVO","TEORIA POLITICA III","TEORIA POLITICA III","C",1-06-11
"417","02","02-002-0344","Derecho","IZT","V","ACTIVO","TALLER DE ANALISIS POLITICO I","TALLER DE ANALISIS POLITICO I","NC",1-05-04
"418","02","02-002-0344","Derecho","IZT","V","ACTIVO","TEORIA Y SOCIOLOGIA DEL CONOCIMIENTO","TEORIA Y SOCIOLOGIA DEL CONOCIMIENTO","NC",1-05-04
"419","02","02-002-0344","Derecho","IZT","V","ACTIVO","LENGUAJE Y PENSAMIENTO II","LENGUAJE Y PENSAMIENTO II","NC",1-05-06
"420","02","02-002-0344","Derecho","IZT","V","ACTIVO","LENGUAJE Y PENSAMIENTO II","LENGUAJE Y PENSAMIENTO II","NC",1-10-04
"421","02","02-002-0344","Derecho","IZT","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA I","CULTURA CIENTIFICA Y HUMANISTICA I","C",1-10-06
"422","02","02-001-0064","Derecho","CH","V","ACTIVO","LENGUA EXTRANJERA III","LECTURA DE TEXTOS EN INGLES III","C",1-06-21
"423","02","02-001-0064","Derecho","CH","V","ACTIVO","LENGUA EXTRANJERA II","LECTURA DE TEXTOS EN INGLES II","C",1-06-21
"424","02","02-001-0064","Derecho","GAM","V","ACTIVO","SEMINARIO DE TESIS","SEMINARIO DE TESIS","C",1-12-21
"425","02","02-001-0209","Derecho","GAM","V","ACTIVO","TEORIA DEL ESTADO","TEORIA DEL ESTADO","NC",1-06-20
"426","02","02-001-0209","Derecho","GAM","V","ACTIVO","TEORIA GENERAL DEL PROCESO","TEORIA GENERAL DEL PROCESO","NC",1-06-20
"427","02","02-001-0209","Derecho","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","DERECHO INTERNACIONAL PUBLICO","NC",1-06-20
"428","02","02-001-0209","Derecho","GAM","V","ACTIVO","REGIMEN DE COMERCIO EXTERIOR","REGIMEN DE COMERCIO EXTERIOR","NC",1-06-21
"429","02","02-001-0209","Derecho","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","DERECHO INTERNACIONAL PRIVADO","NC",1-06-21
"430","02","02-001-0209","Derecho","GAM","V","ACTIVO","DERECHO FISCAL","DERECHO FISCAL","NC",1-06-21
"431","02","02-001-0209","Derecho","GAM","V","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","NC",1-06-21
"432","02","02-001-0209","Derecho","GAM","V","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","TEORIA GENERAL DE LOS DERECHOS HUMANOS","NC",1-12-21
"433","02","02-001-0209","Derecho","GAM","V","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","C",1-12-21
"434","02","02-001-0209","Derecho","GAM","V","ACTIVO","SEMINARIO DE TESIS","SEMINARIO DE TESIS","NC",1-12-21
"435","02","02-001-0209","Derecho","GAM","V","ACTIVO","DERECHO FISCAL","DERECHO FISCAL","NC",1-09-21
"436","02","02-001-0209","Derecho","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","DERECHO INTERNACIONAL PRIVADO","NC",1-09-21
"437","02","02-001-0209","Derecho","GAM","V","ACTIVO","FILOSOFIA DEL DERECHO","FILOSOFIA DEL DERECHO","NC",1-09-21
"438","02","02-001-0209","Derecho","GAM","V","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","TEORIA GENERAL DE LOS DERECHOS HUMANOS","NC",1-03-22
"439","02","02-001-0209","Derecho","GAM","V","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","C",1-06-22
"440","02","02-001-0209","Derecho","GAM","V","ACTIVO","FILOSOFIA DEL DERECHO","FILOSOFIA DEL DERECHO","NC",1-06-22
"441","02","02-001-0209","Derecho","GAM","V","ACTIVO","REGIMEN DE COMERCIO EXTERIOR","REGIMEN DE COMERCIO EXTERIOR","C",1-06-22
"442","03","03-003-0219","Derecho","GAM","V","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","TEORIA GENERAL DE LOS DERECHOS HUMANOS","NC",1-06-20
"443","03","03-003-0219","Derecho","GAM","V","ACTIVO","DERECHO ADMINISTRATIVO","DERECHO ADMINISTRATIVO","NC",1-06-20
"444","03","03-003-0219","Derecho","GAM","V","ACTIVO","DERECHOS HUMANOS","DERECHOS HUMANOS","NC",1-06-22
"445","03","03-003-0219","Derecho","GAM","V","ACTIVO","ELEMENTOS BASICOS DEL DERECHO","ELEMENTOS BASICOS DEL DERECHO","C",1-06-22
"446","03","03-003-0219","Derecho","GAM","V","ACTIVO","OBLIGACIONES","OBLIGACIONES","C",1-06-22
"447","03","03-003-0219","Derecho","GAM","V","ACTIVO","PROCESOS EN PARTICULAR","PROCESOS EN PARTICULAR","C",1-06-22
"448","03","03-003-0550","Derecho","GAM","V","ACTIVO","ARGUMENTACION JURIDICA","ARGUMENTACION JURIDICA","NC",1-09-20
"449","03","03-003-0550","Derecho","GAM","V","ACTIVO","ELEMENTOS BASICOS DEL DERECHO","ELEMENTOS BASICOS DEL DERECHO","NC",1-09-20
"450","03","03-003-0550","Derecho","GAM","V","ACTIVO","FILOSOFIA DEL DERECHO","FILOSOFIA DEL DERECHO","C",1-09-20
"451","03","03-003-0550","Derecho","GAM","V","ACTIVO","DERECHO INDIGENA","DERECHO INDIGENA","NC",1-09-20
"452","03","03-003-0550","Derecho","GAM","V","ACTIVO","FUNDAMENTOS CONSTITUCIONALES DEL ESTADO MEXICANO","FUNDAMENTOS CONSTITUCIONALES DEL ESTADO MEXICANO","NC",1-09-20
"453","03","03-003-0550","Derecho","GAM","V","ACTIVO","ANTROPOLOGIA JURIDICA","ANTROPOLOGIA JURIDICA","NC",1-01-21
"454","03","03-003-0550","Derecho","GAM","V","ACTIVO","BIENES Y SUCESIONES","BIENES Y SUCESIONES","C",1-01-21
"455","03","03-003-0550","Derecho","GAM","V","ACTIVO","DERECHO INDIGENA","DERECHO INDIGENA","C",1-01-21
"456","03","03-003-0550","Derecho","GAM","V","ACTIVO","DERECHO ADMINISTRATIVO","DERECHO ADMINISTRATIVO","NC",1-01-21
"457","03","03-003-0550","Derecho","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","DERECHO INTERNACIONAL PUBLICO","NC",1-12-21
"458","03","03-003-0550","Derecho","GAM","V","ACTIVO","CLINICA PROCESAL","CLINICA PROCESAL","C",1-12-21
"459","03","03-003-0550","Derecho","GAM","V","ACTIVO","ANTROPOLOGIA JURIDICA","ANTROPOLOGIA JURIDICA","NC",1-12-21
"460","03","03-003-0550","Derecho","GAM","V","ACTIVO","ARGUMENTACION JURIDICA","ARGUMENTACION JURIDICA","NC",1-12-21
"461","03","03-003-0550","Derecho","GAM","V","ACTIVO","DERECHO DE AMPARO","DERECHO DE AMPARO","C",1-06-22
"462","03","03-003-0550","Derecho","GAM","V","ACTIVO","DERECHO FISCAL","DERECHO FISCAL","C",1-06-22
"463","03","03-003-0550","Derecho","GAM","V","ACTIVO","DERECHO LABORAL","DERECHO LABORAL","C",1-06-22
"464","03","03-003-0550","Derecho","GAM","V","ACTIVO","OBLIGACIONES","OBLIGACIONES","NC",1-06-22
"465","03","03-003-0550","Derecho","GAM","V","ACTIVO","PROCESOS EN PARTICULAR","PROCESOS EN PARTICULAR","C",1-06-22
"466","04","04-003-1135","Derecho","GAM","V","ACTIVO","HISTORIA DEL DERECHO","HISTORIA DEL DERECHO","C",1-01-21
"467","04","04-003-1135","Derecho","GAM","V","ACTIVO","ANTROPOLOGIA JURIDICA","ANTROPOLOGIA JURIDICA","C",1-01-21
"468","04","04-003-1135","Derecho","GAM","V","ACTIVO","ARGUMENTACION JURIDICA","ARGUMENTACION JURIDICA","C",1-01-21
"469","04","04-003-1135","Derecho","GAM","V","ACTIVO","LEGALIDAD SOCIAL DEL DERECHO","LEGALIDAD SOCIAL DEL DERECHO","C",1-01-21
"470","04","04-003-1135","Derecho","GAM","V","ACTIVO","TEORIA DEL ESTADO","TEORIA DEL ESTADO","C",1-01-21
"471","04","04-003-1135","Derecho","GAM","V","ACTIVO","OBLIGACIONES","OBLIGACIONES","C",1-06-21
"472","04","04-003-1135","Derecho","GAM","V","ACTIVO","PERSONA Y FAMILIA","PERSONA Y FAMILIA","C",1-06-21
"473","04","04-003-1135","Derecho","GAM","V","ACTIVO","SOCIOLOGIA JURIDICA","SOCIOLOGIA JURIDICA","C",1-06-21
"474","04","04-003-1135","Derecho","GAM","V","ACTIVO","TEORIA DE LA NORMA PENAL","TEORIA DE LA NORMA PENAL","C",1-06-21
"475","04","04-003-1135","Derecho","GAM","V","ACTIVO","DERECHO CONSTITUCIONAL","DERECHO CONSTITUCIONAL","C",1-06-21
"476","04","04-003-1135","Derecho","GAM","V","ACTIVO","REGIMEN JURIDICO DEL DISTRITO FEDERAL","REGIMEN JURIDICO DEL DISTRITO FEDERAL","C",1-06-21
"477","04","04-003-1135","Derecho","GAM","V","ACTIVO","FILOSOFIA DEL DERECHO","FILOSOFIA DEL DERECHO","C",1-06-21
"478","04","04-003-1135","Derecho","GAM","V","ACTIVO","TEORIA GENERAL DEL PROCESO","TEORIA GENERAL DEL PROCESO","C",1-12-21
"479","04","04-003-1135","Derecho","GAM","V","ACTIVO","CLINICA PROCESAL","CLINICA PROCESAL","C",1-12-21
"480","04","04-003-1135","Derecho","GAM","V","ACTIVO","DERECHO AGRARIO","DERECHO AGRARIO","C",1-12-21
"481","04","04-003-1135","Derecho","GAM","V","ACTIVO","DELITOS EN PARTICULAR","DELITOS EN PARTICULAR","C",1-12-21
"482","04","04-003-1135","Derecho","GAM","V","ACTIVO","BIENES Y SUCESIONES","BIENES Y SUCESIONES","C",1-12-21
"483","04","04-003-1135","Derecho","GAM","V","ACTIVO","DERECHO ADMINISTRATIVO","DERECHO ADMINISTRATIVO","C",1-12-21
"484","04","04-003-1135","Derecho","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","DERECHO INTERNACIONAL PUBLICO","NC",1-12-21
"485","04","04-003-1135","Derecho","GAM","V","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","C",1-06-22
"486","04","04-003-1135","Derecho","GAM","V","ACTIVO","DERECHO AMBIENTAL","DERECHO AMBIENTAL","C",1-06-22
"487","04","04-003-1135","Derecho","GAM","V","ACTIVO","DERECHO DE AMPARO","DERECHO DE AMPARO","C",1-06-22
"488","04","04-003-1135","Derecho","GAM","V","ACTIVO","DERECHO FISCAL","DERECHO FISCAL","C",1-06-22
"489","04","04-003-1135","Derecho","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","DERECHO INTERNACIONAL PRIVADO","C",1-06-22
"490","04","04-003-1135","Derecho","GAM","V","ACTIVO","DERECHO LABORAL","DERECHO LABORAL","C",1-06-22
"491","04","04-003-1135","Derecho","GAM","V","ACTIVO","PROCESOS EN PARTICULAR","PROCESOS EN PARTICULAR","C",1-06-22
"492","04","04-003-1135","Derecho","GAM","V","ACTIVO","REGIMEN DE COMERCIO EXTERIOR","REGIMEN DE COMERCIO EXTERIOR","C",1-06-22
"493","04","04-003-1244","Derecho","GAM","V","ACTIVO","DERECHO AGRARIO","DERECHO AGRARIO","C",1-01-21
"494","04","04-003-1244","Derecho","GAM","V","ACTIVO","HISTORIA DEL DERECHO","HISTORIA DEL DERECHO","NC",1-01-21
"495","04","04-003-1244","Derecho","GAM","V","ACTIVO","TEORIA DEL ESTADO","TEORIA DEL ESTADO","C",1-01-21
"496","04","04-003-1244","Derecho","GAM","V","ACTIVO","ANTROPOLOGIA JURIDICA","ANTROPOLOGIA JURIDICA","C",1-01-21
"497","04","04-003-1244","Derecho","GAM","V","ACTIVO","LEGALIDAD SOCIAL DEL DERECHO","LEGALIDAD SOCIAL DEL DERECHO","C",1-01-21
"498","04","04-003-1244","Derecho","GAM","V","ACTIVO","DERECHO CONSTITUCIONAL","DERECHO CONSTITUCIONAL","C",1-06-21
"499","04","04-003-1244","Derecho","GAM","V","ACTIVO","PERSONA Y FAMILIA","PERSONA Y FAMILIA","C",1-06-21
"500","04","04-003-1244","Derecho","GAM","V","ACTIVO","TEORIA DE LA NORMA PENAL","TEORIA DE LA NORMA PENAL","NC",1-06-21
"501","04","04-003-1244","Derecho","GAM","V","ACTIVO","SOCIOLOGIA JURIDICA","SOCIOLOGIA JURIDICA","C",1-06-21
"502","04","04-003-1244","Derecho","GAM","V","ACTIVO","DERECHO AMBIENTAL","DERECHO AMBIENTAL","C",1-06-21
"503","04","04-003-1244","Derecho","GAM","V","ACTIVO","PROCESOS EN PARTICULAR","PROCESOS EN PARTICULAR","C",1-06-21
"504","04","04-003-1244","Derecho","GAM","V","ACTIVO","REGIMEN JURIDICO DEL DISTRITO FEDERAL","REGIMEN JURIDICO DEL DISTRITO FEDERAL","C",1-06-21
"505","04","04-003-1244","Derecho","GAM","V","ACTIVO","OBLIGACIONES","OBLIGACIONES","C",1-06-21
"506","04","04-003-1244","Derecho","GAM","V","ACTIVO","HISTORIA DEL DERECHO","HISTORIA DEL DERECHO","NC",1-04-21
"507","04","04-003-1244","Derecho","GAM","V","ACTIVO","CLINICA PROCESAL","CLINICA PROCESAL","C",1-12-21
"508","04","04-003-1244","Derecho","GAM","V","ACTIVO","TEORIA GENERAL DEL PROCESO","TEORIA GENERAL DEL PROCESO","NC",1-12-21
"509","04","04-003-1244","Derecho","GAM","V","ACTIVO","DERECHO MERCANTIL","DERECHO MERCANTIL","C",1-12-21
"510","04","04-003-1244","Derecho","GAM","V","ACTIVO","ARGUMENTACION JURIDICA","ARGUMENTACION JURIDICA","C",1-12-21
"511","04","04-003-1244","Derecho","GAM","V","ACTIVO","DELITOS EN PARTICULAR","DELITOS EN PARTICULAR","C",1-12-21
